intent|prompt
Terror|"A mi no me intriga porque el niño saco lleva eso en la cabeza...A mi no me intriga porque el tal Simón desaparece de golpe y porrazo...A mi no me intriga que la hermana de Bartolo aparezca por allí y empiece a liarla...A mi no me intriga esa historia sobre unos niños que años atrás estuvieron envueltos en un misterio que aún perdura...A mi no me intrigan los jueguecitos a los que juega Simón con sus amigos invisibles...A mi lo que verdaderamente me intriga... ¡¡es como se le puede hacer el boca a boca a alguien SIN MANDÍBULA!!!!Bueno, y ahora la crítica corriente y moliente:Y digo que no me intriga, porque verdaderamente toda esa trama anodina no posee ningún enganche, porque su trama no posee una continuidad que le de vigor al conjunto, y hallamos secuencias de por medio que entrecortan ese interés, y porque ni siquiera hay los suficientes momentos de tensión como para que podamos llegar sentirnos presos del terror del cual, supuestamente, debería hacer gala.Lo malo, es que si pretendía ser un film de terror, le falta de todo: Atmósfera, inteligencia, destreza para generar desasosiego, una banda sonora más lograda... así que, finalmente, uno termina pensando si hay algo más allá de los bonitos encuadres prefabricados de los que hace uso Bayona... y llega a la conclusión de que no.Así pues, el terror se ve subyugado a lo de siempre: Subidones de volumen, entes que aparecen de golpe de la nada, movimientos bruscos y cosas por el estilo que no hacen justicia al género, ello por no hablar del movimiento de la cámara en diversos instantes y de ese desenfoque con el que, supuestamente, se busca algún tipo de incertidumbre, cosa que no alcanzo a entender.Quizá Bayona tenga madera, quizá Belén Rueda esté bien, quizá la trama posea elementos positivos, quizá tenga algún instante conseguido... pero son tantos los ""quizá"", que al final terminas por zambullirte en la indiferencia, y palidecer ante ese premeditadamente edulcorado y alargado hasta el hartazgo final, cosa que no dice mucho de la peli en cuestión."
Terror|"Suelo ver las películas, y después ver lo que se dice de ellas en FilmAffinity.Y menos mal, porque con taanto crítico de cine que hay por aquí, si leyese antes las críticas (algunas, sobretodo), a los mejor no iba al cine nunca...Es decir: a mí me ha gustado mucho, me ha tenido en tensión las 2 horitas de peli, con momentos de agarrarte a lo que pudieras del susto (sí, tiene sustos, pero no los llamaría sustos fáciles como en Sé lo que hicisteis el último verano), Belén Rueda impresionante, música perfecta, escenas larguísimas y tensas...Por suerte, como no soy crítico de cine, no he comparado cada segundo de peli con otras que se han hecho antes, y me he limitado a disfrutarla como es. Además, cuando vemos escenas parecidas a otras, en películas americanas, no las llamamos ""guiños"" a ...?Recomendable 100%, me gusta que el cine español salga de sus tópicos."
Terror|Ayer vi la película y me pareció muy buena. Un buen debut para el director, Al final se atan todos los cabos.Me parece muy buena
Terror|"INSTRUCCIONES DE ""EL ORFANATO""*Composición*""Suspense"" (Jack Clayton, 1961) > 30%""Frágiles"" (Jaume Balagueró, 2005) > 30%""Al final de la escalera"" (Peter Medak, 1980) > 10%""Los Otros"" (Alejandro Amenábar, 2001) > 10%""La residencia"" (Narciso Ibáñez Serrador, 1969) > 5%""Los abandonados"" (Nacho Cerdá, 2006) > 5%""Poltergeist"" (Tobe Hooper, 1982) > 5%""El internado"" (Pascal Laugier, 2004) > 5%*Indicaciones*Pupurrí de los referentes de terror de Juan Antonio Bayona, sin magia ni creatividad. Técnicamente optimizado para que parezca que en España también se saben hacer películas mainstream. Indicado para las personas que sufran del síndrome ""Guillermo del Toro Presenta"" y para tratar a directores noveles con el ego por encima de los valores normales.*Forma de administración*A traves de una propuesta audiovisual de una calidad más que notable, una interpretaciones correctas y convincentes y una sucesión de clichés y tópicos del género generosamente abundante. Puede que se note cierta sensación de Déjà vu al contemplar escenas que parecen calcadas de otras películas.*Interacciones*Incompatibilidad total con los conceptos de ""arriesgar"", ""creatividad"", ""aportar algo nuevo"", ""innovación"", ""película de autor"" y ""genuino"".*Posibles efectos secundarios*Sensación de decepción y plagio. Posible tendencia a pedir a la sala de proyección la devolución del importe de la entrada. Tendencia a no volver a seguir los consejos de cierta crítica ""especializada"".MANTENGA A ""EL ORFANATO"" FUERA DEL ALCANCE DE LOS AMANTES DEL CINE CREATIVO Y ORIGINAL"
Terror|"Es un buen film de suspense y terror, es cierto. Pero todo lo que he visto en ""El orfanato"" me huele a refrito. ¡¡Ehh, buen refrito, del que te deja buen gusto!!""El Orfanato"" está apadrinada/producida por Guillermo del Toro. ¿Alguien se acuerda de ""El Espinazo del Diablo"" dirigida por Guillermo del Toro? Básicamente es la misma historia. Añadale un punto de ""Los Otros"" de Amenábar, otro de ""El sexto sentido"" de Shyamalan, y una pizca de ""Los sin nombre"" y ""Para entrar a vivir"" de Jaume Balagueró. Todo metido en la misma cocktelera dará sin lugar a dudas una buena película de miedo. Pero al final, es una película que ya he visto.Buen debut de Juan Antonio Bayona que seguro que sigue haciéndonos pasar miedo y disfrutar en el cine. Un plus más de originalidad y sería un peliculón. Entretenida y terrorífica. Recomendable película de miedo con una fotografía muy acertada y una ambientación sobresaliente."
Terror|"La película me ha gustado. Está muy bien ambientada, los actores son excelentes. Sobretodo Belén Rueda, hace un papel muy bueno.Se puede ver la mezcla de varias películas cuyos títulos no voy a repetir porque ya se han dicho anteriormente en otros mensajes.Cuando vi a Edgar Vivar, me llamó la atención puesto que este actor interpretó a Noño, en la serie televisiva ""El Chavo del 8"". Y desde esa serie no lo había vuelto a ver ni en TV ni en cine.Tiene 4 sustos y reconozco que hasta di algún grito ahogado. Claro, que yo soy fácil de asustar, lo reconozco. Pero esos sustos están bien conseguidos, al menos desde mi punto de vista, claro.En líneas generales me ha parecido buena, de ahí mi puntuación."
Comedia|"He visto darle mucha estopa a la peli. Reconozco que tengo debilidad por el personaje (a mí mismo me llaman Mortadelo ;-), pero sinceramente, creo que está bastante, bastante aceptable el resultado. Llevar a la pantalla grande a Mortadelo y Filemón resulta un reto. Sobre todo el casting: y por Dios, que alguien me proponga a un Mortadelo mejor que Benito Pocino. ¡¡¡Es él!!! Los primeros minutos de la peli son trepidantes e hilarantes, es exactamente igual que el arranque de una de las historias largas de Ibáñez, y de las buenas. Hay mil guiños a los fans del cómic como yo mismo: los cambiazos, la pared de 13 Rue del Percebe, los inventos del Profesor Bacterio, los arrebatos del Súper...Sinceramente creo que el objetivo de la peli está más que cumplido, por eso no entiendo la cantidad de unos y doses que tiene, si no os gustan Mortadelo y Filemón, ¿por qué demonios fuísteis a verla?Mención especial para la canción de la peli, la ponen al final, es de Andy Chango. Si os gustaron ""El sulfato atómico"", ""Valor...y al toro"", ""Los invasores"", ""La máquina del cambiazo""... No dejéis de verla. En caso contrario, no tiene sentido, ni tampoco tirar con bala..."
Comedia|Torrente es una obra maestra de la caspa nacional. Quien no quiera verlo es bastante soso...El personaje principal da mucho asco, ¿Y qué? Precisamente su gracia reside en lo políticamente incorrecto que es. Por ahí se ha dicho que la película es tonta. Pues sí, lo es, ¿Y qué pasa? ¿Es que todas películas deben tener un mensaje que nos haga meditar y del cual se puedan hacer coloquios? Lo único que busca esta cinta es hacerte pasar el rato con buenas dosis de humor negro. NADA MÁS. Es una comedia hilarante, original y tan sumamente macarra que parece mentira que sea española. Opino que en realidad lo que ha molestado a ciertas personas es que este filme recaudase más taquilla que los típicos bodrios ibéricos, ésos que según el pedante de turno son “obras maestras”. Si para ti el cine es solamente un modo de juzgarte más intelectual e interesante  prescinde de Torrente II. En cambio, si de vez en cuando te gusta desconectar y entretenerte con ambientes y situaciones de serie Z te encantará.
Aventuras|Mira ese punto. Eso es aquí. Eso es nosotros. En él se encuentra todo aquel que conoces, o del que has oído hablar, cada persona que existió y vivió su vida. La suma de nuestra alegría y sufrimiento, miles de religiones, ideologías y doctrinas, cada héroe y cobarde, creador y destructor, rey y campesino, cada pareja enamorada, madre y padre, niño, inventor y explorador, cada maestro de moral, cada político corrupto, 'superestrella', 'líder supremo', cada santo y pecador en la historia de nuestra especie vivió ahí, en una mota de polvo suspendida en un rayo de luz del sol
Aventuras|"Leyendo críticas, veo un montón de desconocimiento sobre el tema, sobre todo en lo histórico. Lo incluyo en spoiler para no destrozar la película a nadie.Antes de nada avisar que no es una película divertida, ni de acción, ni de género clásico ni nada. Es divulgativa y bastante personal. Vamos, que es lógico que a mucha gente le parezca mediocre si disfrutan más viendo cine de Hollywood que cine de autor, por ejemplo. No esta hecha la miel para la boca del asno, añadiría.En cuanto a lo técnico es espectacular, incluso en algunas escenas roza lo innovador. Ha hecho lo que le ha dado la real gana, sin importar si es comercial o no, cosa que yo personalmente le agradezco.Sobre el guión, se ha centrado al final en Hipatia y el momento oscurantista de Alejandría como sede de uno de los movimientos cristianos más importantes de la época y el poder del emerente clero de ese momento como eje destructor del conocimiento antiguo. Los personajes tienen su relevancia, pero lo realmente importante es la historia en si, lo que te cuenta.Ambientación, de auténtico sobresaliente, sin más. Se nota la enorme documentación que trae esta película tras de si.Los actores de notable, ya que no destaca ninguno por encima de Hipatia, único personaje ""protagonista"", por llamarlo de algún modo.Resumiendo rápidamente, dos horas de gran cine, que demuestran una vez más el increible director que es Amenábar."
